FY,CDCWk,WkNum,WkStart,Disease,Metric,Count,Rate,ThisWk,LastWk,Update Date,End Date,WkStrtActual,WkEndActual,extraction_date,source,workbook_name,hyper_file
21_22,3,29,1/14/24,COVID,Cases,57104,1737.106311,,,7/10/24,6/29/24,1/16/22,1/22/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,RSV,Cases,0,0,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,Flu,Cases,7,0.211135656,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,Flu,Cases,18,0.547560829,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,RSV,Cases,29,0.882181336,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,RSV,Cases,72,2.190243318,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,Flu,Cases,89,2.707384101,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,RSV,Cases,237,7.209550921,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,Flu,Cases,826,25.12695806,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,4,30,1/21/24,COVID,Cases,1155,35.13515322,0,0,7/10/24,6/29/24,1/21/24,1/27/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,4,30,1/21/24,COVID,Cases,2197,66.83284124,,,7/10/24,6/29/24,1/22/23,1/28/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,4,30,1/21/24,COVID,Cases,9877,297.9124113,,,7/10/24,6/29/24,1/24/21,1/30/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,4,30,1/21/24,COVID,Cases,31032,943.99487,,,7/10/24,6/29/24,1/23/22,1/29/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,RSV,Cases,1,0.030162237,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,Flu,Cases,5,0.150811183,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,Flu,Cases,22,0.669241014,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,RSV,Cases,30,0.912601382,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,Flu,Cases,76,2.311923502,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,RSV,Cases,79,2.40318364,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,5,31,1/28/24,RSV,Cases,207,6.296949539,0,0,7/10/24,6/29/24,1/28/24,2/3/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,5,31,1/28/24,Flu,Cases,736,22.38915392,0,0,7/10/24,6/29/24,1/28/24,2/3/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,5,31,1/28/24,COVID,Cases,998,30.35920599,0,0,7/10/24,6/29/24,1/28/24,2/3/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,5,31,1/28/24,COVID,Cases,2146,65.28141889,,,7/10/24,6/29/24,1/29/23,2/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,5,31,1/28/24,COVID,Cases,7051,212.6739305,,,7/10/24,6/29/24,1/31/21,2/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,5,31,1/28/24,COVID,Cases,16674,507.2238483,,,7/10/24,6/29/24,1/30/22,2/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,6,32,2/4/24,RSV,Cases,0,0,,,7/10/24,6/29/24,2/7/21,2/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,6,32,2/4/24,Flu,Cases,10,0.301622366,,,7/10/24,6/29/24,2/7/21,2/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,6,32,2/4/24,RSV,Cases,20,0.608400922,,,7/10/24,6/29/24,2/6/22,2/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,6,32,2/4/24,Flu,Cases,37,1.125541705,,,7/10/24,6/29/24,2/6/22,2/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,6,32,2/4/24,Flu,Cases,61,1.855622811,,,7/10/24,6/29/24,2/5/23,2/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,6,32,2/4/24,RSV,Cases,76,2.311923502,,,7/10/24,6/29/24,2/5/23,2/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,6,32,2/4/24,RSV,Cases,143,4.350066589,0,0,7/10/24,6/29/24,2/4/24,2/10/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,6,32,2/4/24,Flu,Cases,584,17.76530691,0,0,7/10/24,6/29/24,2/4/24,2/10/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,6,32,2/4/24,COVID,Cases,861,26.19165968,0,0,7/10/24,6/29/24,2/4/24,2/10/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,6,32,2/4/24,COVID,Cases,2358,71.73046866,,,7/10/24,6/29/24,2/5/23,2/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,6,32,2/4/24,COVID,Cases,4461,134.5537376,,,7/10/24,6/29/24,2/7/21,2/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,6,32,2/4/24,COVID,Cases,10112,307.607506,,,7/10/24,6/29/24,2/6/22,2/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,7,33,2/11/24,RSV,Cases,0,0,,,7/10/24,6/29/24,2/14/21,2/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,7,33,2/11/24,Flu,Cases,13,0.392109076,,,7/10/24,6/29/24,2/14/21,2/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,7,33,2/11/24,RSV,Cases,18,0.547560829,,,7/10/24,6/29/24,2/13/22,2/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,7,33,2/11/24,Flu,Cases,28,0.85176129,,,7/10/24,6/29/24,2/13/22,2/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,7,33,2/11/24,RSV,Cases,51,1.55142235,,,7/10/24,6/29/24,2/12/23,2/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,7,33,2/11/24,Flu,Cases,70,2.129403226,,,7/10/24,6/29/24,2/12/23,2/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,7,33,2/11/24,RSV,Cases,116,3.528725345,0,0,7/10/24,6/29/24,2/11/24,2/17/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,7,33,2/11/24,Flu,Cases,562,17.0960659,0,0,7/10/24,6/29/24,2/11/24,2/17/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,7,33,2/11/24,COVID,Cases,837,25.46157857,0,0,7/10/24,6/29/24,2/11/24,2/17/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,7,33,2/11/24,COVID,Cases,2232,67.89754285,,,7/10/24,6/29/24,2/12/23,2/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,7,33,2/11/24,COVID,Cases,3003,90.57719663,,,7/10/24,6/29/24,2/14/21,2/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,7,33,2/11/24,COVID,Cases,5812,176.8013078,,,7/10/24,6/29/24,2/13/22,2/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,8,34,2/18/24,RSV,Cases,0,0,,,7/10/24,6/29/24,2/21/21,2/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,8,34,2/18/24,Flu,Cases,8,0.241297893,,,7/10/24,6/29/24,2/21/21,2/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,8,34,2/18/24,RSV,Cases,11,0.334620507,,,7/10/24,6/29/24,2/20/22,2/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,8,34,2/18/24,Flu,Cases,29,0.882181336,,,7/10/24,6/29/24,2/20/22,2/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,8,34,2/18/24,Flu,Cases,45,1.368902074,,,7/10/24,6/29/24,2/19/23,2/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,8,34,2/18/24,RSV,Cases,60,1.825202765,,,7/10/24,6/29/24,2/19/23,2/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,8,34,2/18/24,RSV,Cases,134,4.076286175,0,0,7/10/24,6/29/24,2/18/24,2/24/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,8,34,2/18/24,Flu,Cases,469,14.26700161,0,0,7/10/24,6/29/24,2/18/24,2/24/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,8,34,2/18/24,COVID,Cases,663,20.16849055,0,0,7/10/24,6/29/24,2/18/24,2/24/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,8,34,2/18/24,COVID,Cases,2160,65.70729953,,,7/10/24,6/29/24,2/19/23,2/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,8,34,2/18/24,COVID,Cases,2475,74.65153568,,,7/10/24,6/29/24,2/21/21,2/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,8,34,2/18/24,COVID,Cases,3550,107.9911636,,,7/10/24,6/29/24,2/20/22,2/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,9,35,2/25/24,RSV,Cases,1,0.030162237,,,7/10/24,6/29/24,2/28/21,3/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,9,35,2/25/24,Flu,Cases,4,0.120648947,,,7/10/24,6/29/24,2/28/21,3/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,9,35,2/25/24,RSV,Cases,8,0.243360369,,,7/10/24,6/29/24,2/27/22,3/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,9,35,2/25/24,Flu,Cases,47,1.429742166,,,7/10/24,6/29/24,2/26/23,3/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,9,35,2/25/24,RSV,Cases,55,1.673102534,,,7/10/24,6/29/24,2/26/23,3/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,9,35,2/25/24,Flu,Cases,59,1.794782719,,,7/10/24,6/29/24,2/27/22,3/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,9,35,2/25/24,RSV,Cases,89,2.707384101,0,0,7/10/24,6/29/24,2/25/24,3/2/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,9,35,2/25/24,Flu,Cases,409,12.44179885,0,0,7/10/24,6/29/24,2/25/24,3/2/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,9,35,2/25/24,COVID,Cases,589,17.91740714,0,0,7/10/24,6/29/24,2/25/24,3/2/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,9,35,2/25/24,COVID,Cases,1711,52.04869884,,,7/10/24,6/29/24,2/26/23,3/4/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,9,35,2/25/24,COVID,Cases,2014,60.74674459,,,7/10/24,6/29/24,2/28/21,3/6/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,9,35,2/25/24,COVID,Cases,2636,80.18724147,,,7/10/24,6/29/24,2/27/22,3/5/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,10,36,3/3/24,RSV,Cases,1,0.030162237,,,7/10/24,6/29/24,3/7/21,3/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,10,36,3/3/24,Flu,Cases,8,0.241297893,,,7/10/24,6/29/24,3/7/21,3/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,10,36,3/3/24,RSV,Cases,15,0.456300691,,,7/10/24,6/29/24,3/6/22,3/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,10,36,3/3/24,RSV,Cases,45,1.368902074,,,7/10/24,6/29/24,3/5/23,3/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,10,36,3/3/24,Flu,Cases,53,1.612262442,,,7/10/24,6/29/24,3/5/23,3/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,10,36,3/3/24,Flu,Cases,70,2.129403226,,,7/10/24,6/29/24,3/6/22,3/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,10,36,3/3/24,RSV,Cases,77,2.342343548,0,0,7/10/24,6/29/24,3/3/24,3/9/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,10,36,3/3/24,Flu,Cases,290,8.821813363,0,0,7/10/24,6/29/24,3/3/24,3/9/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,10,36,3/3/24,COVID,Cases,478,14.54078203,0,0,7/10/24,6/29/24,3/3/24,3/9/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,10,36,3/3/24,COVID,Cases,1564,47.57695207,,,7/10/24,6/29/24,3/5/23,3/11/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,10,36,3/3/24,COVID,Cases,1599,48.22941638,,,7/10/24,6/29/24,3/7/21,3/13/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,10,36,3/3/24,COVID,Cases,2118,64.4296576,,,7/10/24,6/29/24,3/6/22,3/12/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,11,37,3/10/24,RSV,Cases,0,0,,,7/10/24,6/29/24,3/14/21,3/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,11,37,3/10/24,Flu,Cases,5,0.150811183,,,7/10/24,6/29/24,3/14/21,3/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,11,37,3/10/24,RSV,Cases,9,0.273780415,,,7/10/24,6/29/24,3/13/22,3/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,11,37,3/10/24,Flu,Cases,34,1.034281567,,,7/10/24,6/29/24,3/12/23,3/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,11,37,3/10/24,RSV,Cases,35,1.064701613,,,7/10/24,6/29/24,3/12/23,3/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,11,37,3/10/24,RSV,Cases,75,2.281503456,0,0,7/10/24,6/29/24,3/10/24,3/16/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,11,37,3/10/24,Flu,Cases,102,3.1028447,,,7/10/24,6/29/24,3/13/22,3/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,11,37,3/10/24,Flu,Cases,256,7.787531797,0,0,7/10/24,6/29/24,3/10/24,3/16/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,11,37,3/10/24,COVID,Cases,355,10.79911636,0,0,7/10/24,6/29/24,3/10/24,3/16/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,11,37,3/10/24,COVID,Cases,1416,43.07478525,,,7/10/24,6/29/24,3/12/23,3/18/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,11,37,3/10/24,COVID,Cases,1460,44.03686549,,,7/10/24,6/29/24,3/14/21,3/20/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,11,37,3/10/24,COVID,Cases,1637,49.79761543,,,7/10/24,6/29/24,3/13/22,3/19/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,12,38,3/17/24,RSV,Cases,1,0.030162237,,,7/10/24,6/29/24,3/21/21,3/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
20_21,12,38,3/17/24,Flu,Cases,11,0.331784603,,,7/10/24,6/29/24,3/21/21,3/27/21,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,12,38,3/17/24,RSV,Cases,14,0.425880645,,,7/10/24,6/29/24,3/20/22,3/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,12,38,3/17/24,Flu,Cases,24,0.730081106,,,7/10/24,6/29/24,3/19/23,3/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
22_23,12,38,3/17/24,RSV,Cases,36,1.095121659,,,7/10/24,6/29/24,3/19/23,3/25/23,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,12,38,3/17/24,RSV,Cases,58,1.764362673,0,0,7/10/24,6/29/24,3/17/24,3/23/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
21_22,12,38,3/17/24,Flu,Cases,127,3.863345852,,,7/10/24,6/29/24,3/20/22,3/26/22,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,12,38,3/17/24,COVID,Cases,257,7.817951843,0,0,7/10/24,6/29/24,3/17/24,3/23/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
23_24,12,38,3/17/24,Flu,Cases,268,8.15257235,0,0,7/10/24,6/29/24,3/17/24,3/23/24,2025-08-12T21:30:57.876392,sandiego_epidemiology_tableau,sandiego_epidemiology,Demo_Percent+ (COVID Flu RSV Tableau Output_2).hyper
